SNR,SNAME,SART,REGBEZ,KRSREST,REGBEZL,ABKZ,MBBEZ,MBABKZ,KRSL,KRSTYP
9291,"Staatl. Technikerschule f.Landwirtschaft Landsberg - Fachrichtung Landbau, Fachg. Agrarinformatik",Fachschule StMELF,1,181,Oberbayern,obb,NA,NA,LK Landsberg am Lech,Landkreis
9292,Staatl. Fachschule für Agrarwirtschaft Triesdorf Fachrichtung Milchwirtschaftl. Laborwesen,Fachschule StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9293,Staatliche Technikerschule für Landwirtschaft Triesdorf,Fachschule StMELF,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9294,Staatl. Meister- und Technikerschule für Weinbau und Gartenbau Veitshöchheim,Fachschule StMELF,6,679,Unterfranken,ufr,NA,NA,LK Würzburg,Landkreis
9295,Staatl. Technikerschule f. Agrarwirtschaft Kempten Fachrichtung Milchwirtschaft und Molkereiwesen,Fachschule StMELF,7,763,Schwaben,sch,NA,NA,Stadt Kempten (Allgäu),Stadtkreis
9296,Staatl. Bayerische Technikerschule für Waldwirtschaft Lohr a.Main,Fachschule StMELF,6,677,Unterfranken,ufr,NA,NA,LK Main-Spessart,Landkreis
9297,Staatl. Technikerschule für Landwirtschaft Rotthalmünster,Fachschule StMELF,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
9298,Staatl.Technikerschule f. Agrarwirtsch.Kaufbeuren Fachrichtung Hauswirtschaft und Ernährung,Fachschule StMELF,7,762,Schwaben,sch,NA,NA,Stadt Kaufbeuren,Stadtkreis
9500,RDin Birkelbach im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9501,Abteilung VI im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9502,Referat VI/5 im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9503,Referat V/5 im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9504,Herrn MD im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9505,StD Waibel im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9506,Referat  ZS 3 (Presse) im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9507,KRin Aicher im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9508,SoKR Dr. Baier im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9509,"FNL-Schule, Bayer. Staatsministerium für Unterricht und Kultus",NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9510,StD Berthold im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9511,"Bayer. Staatsmin. f. Ernährung, Landwirtsch. u. Forsten, Ref. A 4  -  Ltd. MR Wimmer",NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9512,Staatliche Berufsschule Günzburg Außenstelle Krumbach,NA,7,774,Schwaben,sch,NA,NA,LK Günzburg,Landkreis
9513,OStR Hoffmann Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9514,Referat III.8 (Presse) Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9515,Abteilung V im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9516,Maria-Ward-Schule Kempten - Außenstelle Lenzfried,NA,7,763,Schwaben,sch,NA,NA,Stadt Kempten (Allgäu),Stadtkreis
9517,"Fachberatung für Deutsch in Argentinien, Botschaft Buenos Aires - Kulturabteilung",NA,NA,NA,NA,NA,NA,NA,NA,NA
9518,Oberstufenlehrgang ARS,NA,7,761,Schwaben,sch,MB für die Realschulen in Schwaben Staatliche Realschule Augsburg I,MB RS Schw,Stadt Augsburg,Stadtkreis
9519,Justizvollzugsanstalt,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9520,OStR Holger Wirth Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9521,Referat  V/2 im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9522,ZwRSK Hampel Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9523,Leiter der Fachkommission für die Realschul-Abschlußprüfung,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9524,Johannes-Kepler-Realschule Bayreuth II Außenstelle Justizvollzugsanstalt,NA,4,462,Oberfranken,ofr,NA,NA,Stadt Bayreuth,Stadtkreis
9525,Ref. VII.6 Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9526,Staatsinstitut f. d. Ausbild. von Fachlehrern - Anwärterausbild. - Abt. IV berufl. Schulen Ansbach,NA,5,561,Mittelfranken,mfr,NA,NA,Stadt Ansbach,Stadtkreis
9527,Gesundheitsamt für COVID-19-Abordnung,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9530,Bayer. Landesamt für Statistik und Datenverarbeitung H. Löffler,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9535,Referat III.3 im Bayer. Staatsministerium für Unterricht und Kultus,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9551,Staatl. Frauenhofer-Berufsschule I Außenstelle Bogen,NA,2,278,Niederbayern,ndb,NA,NA,LK Straubing-Bogen,Landkreis
9552,Staatl. Berufsschule Naila Außenstelle Rehau,NA,4,475,Oberfranken,ofr,NA,NA,LK Hof,Landkreis
9553,Landeshauptstadt München Schulreferat F1 (BS),NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9554,Landeshauptstadt München Schulreferat F2 (Gy),NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9555,Kreisbildstelle Kelheim,NA,2,273,Niederbayern,ndb,NA,NA,LK Kelheim,Landkreis
9556,Landeshauptstadt München Schulreferat F3 (RS),NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9557,Staatl. Berufsschule Ostallgäu Außenstelle Füssen,NA,7,777,Schwaben,sch,NA,NA,LK Ostallgäu,Landkreis
9558,Berufsschule Bad Neustadt Außenstelle Mellrichstadt,NA,6,673,Unterfranken,ufr,NA,NA,LK Rhön-Grabfeld,Landkreis
9559,Lehrstuhl für Schulpädagogik Prof. Dr. Hartwig Schröder,NA,6,663,Unterfranken,ufr,NA,NA,Stadt Würzburg,Stadtkreis
9561,Städt. Berufsschule für nichttechn. Bundesbahn- und Bundespostdienste,NA,1,162,Oberbayern,obb,NA,NA,Stadt München,Stadtkreis
9562,Staatl. Berufsschule Ostallgäu - Außenstelle Pfronten -,NA,7,777,Schwaben,sch,NA,NA,LK Ostallgäu,Landkreis
9563,Berufsbildungszentrum Münchberg - Zweigstelle Ludwigstraße -,NA,4,475,Oberfranken,ofr,NA,NA,LK Hof,Landkreis
9564,Berufsschule Sulzbach-Rosenberg - Außenstelle Amberg -,NA,3,361,Oberpfalz,opf,NA,NA,Stadt Amberg,Stadtkreis
9565,Beratungsstelle für die bayer. Schulverwaltungsprogramme Pocking StD Hofer,NA,2,275,Niederbayern,ndb,NA,NA,LK Passau,Landkreis
9566,Berufsschule Ansbach Außenstelle Triesdorf,NA,5,571,Mittelfranken,mfr,NA,NA,LK Ansbach,Landkreis
9567,Staatl. berufliches Schulzentrum Ochsenfurt Außenstelle Würzburg,NA,6,663,Unterfranken,ufr,NA,NA,Stadt Würzburg,Stadtkreis
9568,Beratungsstelle Rosenheim,NA,1,163,Oberbayern,obb,NA,NA,Stadt Rosenheim,Stadtkreis
9569,Amt für Berufliche Schulen Nürnberg,NA,5,564,Mittelfranken,mfr,NA,NA,Stadt Nürnberg,Stadtkreis
9570,Berufsschule Pfarrkirchen - Außenstelle Eggenfelden -,NA,2,277,Niederbayern,ndb,NA,NA,LK Rottal-Inn,Landkreis
9571,Berufsschule Altötting Außenstelle Burghausen,NA,1,171,Oberbayern,obb,NA,NA,LK Altötting,Landkreis
9572,Staatl. Berufsschule Waldkirchen Außenstelle Grafenau,NA,2,272,Niederbayern,ndb,NA,NA,LK Freyung-Grafenau,Landkreis
9590,Justizvollzugsanstalt Niederschönenfeld,NA,7,779,Schwaben,sch,NA,NA,LK Donau-Ries,Landkreis
9591,Justizvollzugsanstalt Straubing,NA,2,263,Niederbayern,ndb,NA,NA,Stadt Straubing,Stadtkreis
9600,Gymnasium Agenskalns in Riga,NA,NA,NA,NA,NA,NA,NA,NA,NA
9601,Deutsche Internationale Schule Changchun,NA,NA,NA,NA,NA,NA,NA,NA,NA
9602,Colegio Visconde de Porto Seguro Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9603,Fachberaterin/Koordinatorin für Deutsch in Temeswar,NA,NA,NA,NA,NA,NA,NA,NA,NA
9604,M. Gioia Gymnasium Piacenza,NA,NA,NA,NA,NA,NA,NA,NA,NA
9605,Deutsche Schule Davos Allergieklinik,NA,NA,NA,NA,NA,NA,NA,NA,NA
9606,Deutsche Internationale Schule Doha,NA,NA,NA,NA,NA,NA,NA,NA,NA
9607,Deutsche Internationale Schule in Zagreb,NA,NA,NA,NA,NA,NA,NA,NA,NA
9608,Europäische Schule Brüssel IV (Laeken),NA,NA,NA,NA,NA,NA,NA,NA,NA
9609,El Gouna  International School,NA,NA,NA,NA,NA,NA,NA,NA,NA
9610,Avasi Gimnazium,NA,NA,NA,NA,NA,NA,NA,NA,NA
9611,Schule N 10,NA,NA,NA,NA,NA,NA,NA,NA,NA
9612,St Konstantin u. Elenar,NA,NA,NA,NA,NA,NA,NA,NA,NA
9613,"Goethe-Gymnasium, WK ""Zornitza""",NA,NA,NA,NA,NA,NA,NA,NA,NA
9614,IV. Gimnazija,NA,NA,NA,NA,NA,NA,NA,NA,NA
9615,Pedagogicke Centrum,NA,NA,NA,NA,NA,NA,NA,NA,NA
9616,Schule 60 Taschkent Deutsche Botschaft,NA,NA,NA,NA,NA,NA,NA,NA,NA
9617,Deutsche Schule Puebla Colegio Humboldt,NA,NA,NA,NA,NA,NA,NA,NA,NA
9618,Kadriorg Oberschule,NA,NA,NA,NA,NA,NA,NA,NA,NA
9619,Babits Mihali Gymnasium,NA,NA,NA,NA,NA,NA,NA,NA,NA
9620,Il Liceum Ogolnoksztalcace im. M. Konopnickiej,NA,NA,NA,NA,NA,NA,NA,NA,NA
9621,Verwaltungs- und Wirtschaftsgymnasium Jamhuriat Kabul,NA,NA,NA,NA,NA,NA,NA,NA,NA
9622,Deutsche Schule Erbil,NA,NA,NA,NA,NA,NA,NA,NA,NA
9623,Liceo Luigi Galvani Bologna,NA,NA,NA,NA,NA,NA,NA,NA,NA
9624,Fachberater in Edmonton,NA,NA,NA,NA,NA,NA,NA,NA,NA
9625,Europäische Schule Luxemburg II (Mamer),NA,NA,NA,NA,NA,NA,NA,NA,NA
9626,Deutsche Abteilung  der Grundschule René Char in Le Luc en Provence,NA,NA,NA,NA,NA,NA,NA,NA,NA
9627,Staatliches Gymnasium UDT Poprad,NA,NA,NA,NA,NA,NA,NA,NA,NA
9628,Deutsche Schule Beverly Hill Kairos,NA,NA,NA,NA,NA,NA,NA,NA,NA
9629,Deutsche Internationale Schule Dubai,NA,NA,NA,NA,NA,NA,NA,NA,NA
9630,Simpson College Indianola,NA,NA,NA,NA,NA,NA,NA,NA,NA
9631,Fremdsprachengymnasium Plodiv,NA,NA,NA,NA,NA,NA,NA,NA,NA
9632,Nauczycielskie Kolegium Jezykow Obcych,NA,NA,NA,NA,NA,NA,NA,NA,NA
9633,Ungarndeutsches Bildungszentrum Baja,NA,NA,NA,NA,NA,NA,NA,NA,NA
9634,Jesuitengymnasium Vilnius,NA,NA,NA,NA,NA,NA,NA,NA,NA
9635,"Audi Hungaria Altalanos Müvelödesi Központ, Audi Hungaria Schule",NA,NA,NA,NA,NA,NA,NA,NA,NA
9636,"Gymnasium Bilikova, Bratislawa",NA,NA,NA,NA,NA,NA,NA,NA,NA
9637,Zentralstelle für das Auslandsschulwesen Ljubljana,NA,NA,NA,NA,NA,NA,NA,NA,NA
9638,Deutsches Goethe-Kolleg Bukarest,NA,NA,NA,NA,NA,NA,NA,NA,NA
9639,Deutsche Schule Shanghai Hongqiao,NA,NA,NA,NA,NA,NA,NA,NA,NA
9640,Selwinski-Gymnasium Jewpatoria,NA,NA,NA,NA,NA,NA,NA,NA,NA
9641,Europäische Schule Frankfurt am Main,NA,0,0,NA,NA,NA,NA,NA,NA
9642,Spezialgymnasium F.X.Saldy Liberec,NA,NA,NA,NA,NA,NA,NA,NA,NA
9643,Pädagogisches Zentrum Bogota,NA,NA,NA,NA,NA,NA,NA,NA,NA
9644,Europäische Schule Brüssel II (Woluwé),NA,NA,NA,NA,NA,NA,NA,NA,NA
9645,Deutsche Schule der Kolonie Menno Colegio Secundario Loma Plata,NA,NA,NA,NA,NA,NA,NA,NA,NA
9646,Deutsche Europäische Schule Manila/Philippinen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9647,Deutsche Schule Singapur,NA,NA,NA,NA,NA,NA,NA,NA,NA
9648,Deutsche Schule Sofia,NA,NA,NA,NA,NA,NA,NA,NA,NA
9649,Europäische Schule Alicante,NA,NA,NA,NA,NA,NA,NA,NA,NA
9650,Staatliches Gymnasium Na Prazacce,NA,NA,NA,NA,NA,NA,NA,NA,NA
9651,Sami-Frasheri-Gymnasium Tirana,NA,NA,NA,NA,NA,NA,NA,NA,NA
9652,Bundesverwaltungsamt Zentralstelle für das Auslandschulwesen,NA,9,999,NA,NA,NA,NA,NA,NA
9653,Deutsche Schule Kiew,NA,NA,NA,NA,NA,NA,NA,NA,NA
9654,Deutsch-Albanische-Schule Tirana,NA,NA,NA,NA,NA,NA,NA,NA,NA
9655,Deutsches Gymnasium Tallinn/Estland,NA,NA,NA,NA,NA,NA,NA,NA,NA
9656,Deutsche Schule Sankt Petersburg,NA,NA,NA,NA,NA,NA,NA,NA,NA
9657,Fachberater in Bischkek,NA,NA,NA,NA,NA,NA,NA,NA,NA
9658,Allgemeinbildende Schule Nr. 89 Duschanbe,NA,NA,NA,NA,NA,NA,NA,NA,NA
9659,Deutsche Internationale Schule Tiflis,NA,NA,NA,NA,NA,NA,NA,NA,NA
9660,Galabov-Gymnasium Sofia – Deutsche Abteilung,NA,NA,NA,NA,NA,NA,NA,NA,NA
9666,Gymnasium Varazdin,NA,NA,NA,NA,NA,NA,NA,NA,NA
9741,Deutsche Abteilung der SHAPE Schule,NA,NA,NA,NA,NA,NA,NA,NA,NA
9742,Deutsch Slowakische Begegnungsschule Bratislava,NA,NA,NA,NA,NA,NA,NA,NA,NA
9743,Deutsche Internationale Schule in Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA
9744,Schmidt Schule in Ost-Jerusalem Deutsche Auslandsschule,NA,NA,NA,NA,NA,NA,NA,NA,NA
9745,Deutsche Schule Chiang Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA
9746,Deutsche Schule Pudong,NA,NA,NA,NA,NA,NA,NA,NA,NA
9747,Goethe-Institut Kairo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9748,Europäische Schule Brüssel III (Ixelles),NA,NA,NA,NA,NA,NA,NA,NA,NA
9749,54. Oberschule Tallinn/Estland,NA,NA,NA,NA,NA,NA,NA,NA,NA
9750,Deutsche Schule Cuenca,NA,NA,NA,NA,NA,NA,NA,NA,NA
9751,Zahles-Gymnasium Kopenhagen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9752,Deutsche Schule Alamogordo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9753,Deutsche Schule Lezno 1. Liceum,NA,NA,NA,NA,NA,NA,NA,NA,NA
9754,Deutsche Schule Cottesmore,NA,NA,NA,NA,NA,NA,NA,NA,NA
9755,Deutsche Schule Shilo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9756,Institut für Lehreraus- und fortbildung Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9757,Pädagogisches Institut der Deutschen Schulen in Zentralamerika San Jose,NA,NA,NA,NA,NA,NA,NA,NA,NA
9758,Deutsche Schule Warschau,NA,NA,NA,NA,NA,NA,NA,NA,NA
9759,Colegio Visconde de Porto Seguro II Valinhos,NA,NA,NA,NA,NA,NA,NA,NA,NA
9760,Deutsche Schule Taipei swire European Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA
9761,Deutsche Schule Sidney,NA,NA,NA,NA,NA,NA,NA,NA,NA
9762,Lycee International Straßburg Deutsche Abteilung,NA,NA,NA,NA,NA,NA,NA,NA,NA
9763,Deutsche Schule Seoul,NA,NA,NA,NA,NA,NA,NA,NA,NA
9764,Deutsche Schule San Francisco,NA,NA,NA,NA,NA,NA,NA,NA,NA
9765,Deutsche Schule Prag,NA,NA,NA,NA,NA,NA,NA,NA,NA
9766,Deutsche Schule Montreal Alexander-von-Humboldt-Schule,NA,NA,NA,NA,NA,NA,NA,NA,NA
9767,Deutsch-Schweizerische Internationale Schule Hongkong,NA,NA,NA,NA,NA,NA,NA,NA,NA
9768,Deutsche Schule Guadalajara,NA,NA,NA,NA,NA,NA,NA,NA,NA
9769,Deutsche Schule Dhahran,NA,NA,NA,NA,NA,NA,NA,NA,NA
9770,Deutsche Schule Budapest,NA,NA,NA,NA,NA,NA,NA,NA,NA
9771,Deutsche Schule Belgrad,NA,NA,NA,NA,NA,NA,NA,NA,NA
9772,Deutsche Schule Beirut Grundschulteilzweig Jounieh,NA,NA,NA,NA,NA,NA,NA,NA,NA
9774,Istanbul Lisesi,NA,NA,NA,NA,NA,NA,NA,NA,NA
9775,Deutsche Schule Kuala Lumpur,NA,NA,NA,NA,NA,NA,NA,NA,NA
9776,Deutsche Schule des VW-Konzerns Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA
9777,Wilhelm-Busch-Schule Padang,NA,NA,NA,NA,NA,NA,NA,NA,NA
9778,Deutsche Schule Abu Dhabi,NA,NA,NA,NA,NA,NA,NA,NA,NA
9779,Deutsch-Französisches Gymnasium Buc (Versailles),NA,NA,NA,NA,NA,NA,NA,NA,NA
9780,Deutsche Schule Toulouse,NA,NA,NA,NA,NA,NA,NA,NA,NA
9781,Deutsche Schule Djidda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9782,Department of Education in Sidney N.S.W.,NA,NA,NA,NA,NA,NA,NA,NA,NA
9783,Deutsche Schule Genf,NA,NA,NA,NA,NA,NA,NA,NA,NA
9784,Deutsche Schule Oslo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9785,Deutsche Schule Marbella in der Provinz Malaga,NA,NA,NA,NA,NA,NA,NA,NA,NA
9786,Schule für Gehörlose Bukoba,NA,NA,NA,NA,NA,NA,NA,NA,NA
9787,Weberbauer-Schule Lima Coope A. Weberbauer,NA,NA,NA,NA,NA,NA,NA,NA,NA
9788,Adam Opel Firmenschule Zaragoza,NA,NA,NA,NA,NA,NA,NA,NA,NA
9789,Education Department in Victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA
9790,Regierungsschule Koalack,NA,NA,NA,NA,NA,NA,NA,NA,NA
9791,Deutsche Schule Riyadh,NA,NA,NA,NA,NA,NA,NA,NA,NA
9792,Inem-Institut Bogota,NA,NA,NA,NA,NA,NA,NA,NA,NA
9793,Ivorisches Erziehungsministerium,NA,NA,NA,NA,NA,NA,NA,NA,NA
9794,College of Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA
9795,St.-Peter's-College Brisbane - Deutscher Schulzweig -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9796,Europäische Schule Culham,NA,NA,NA,NA,NA,NA,NA,NA,NA
9797,Deutsche Schule Peking,NA,NA,NA,NA,NA,NA,NA,NA,NA
9798,Schweizer Schule Accra Ramseyer Memorial School,NA,NA,NA,NA,NA,NA,NA,NA,NA
9799,Universität Gilan in Rasht,NA,NA,NA,NA,NA,NA,NA,NA,NA
9800,Deutsche Schule Djidda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9801,Deutsche Schule Antwerpen - Expertenschule -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9802,Deutsche Schule Brüssel,NA,NA,NA,NA,NA,NA,NA,NA,NA
9803,Europäische Schule Brüssel I (Uccle),NA,NA,NA,NA,NA,NA,NA,NA,NA
9804,Europäische Schule Mol,NA,NA,NA,NA,NA,NA,NA,NA,NA
9805,Internationale Shape-Schule Casteau - Deutsche Abteilung -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9806,Deutsches Gymnasium f. Nordschleswig Apenrade - Privatschule -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9807,St. Petri-Schule Kopenhagen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9808,Deutsche Schule Viborg,NA,NA,NA,NA,NA,NA,NA,NA,NA
9809,Europäische Schule Karlsruhe,NA,0,0,NA,NA,NA,NA,NA,NA
9810,Deutsche Schule Helsinki,NA,NA,NA,NA,NA,NA,NA,NA,NA
9811,Internationale Schule Fontainebleau - Deutsche Abteilung -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9812,Deutsche Schule Paris,NA,NA,NA,NA,NA,NA,NA,NA,NA
9813,Lycee International - Deutsche Abteilung - Saint-Germain-en-Laye,NA,NA,NA,NA,NA,NA,NA,NA,NA
9814,Deutsche Schule Athen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9815,Deutsche Schule Thessaloniki,NA,NA,NA,NA,NA,NA,NA,NA,NA
9816,Deutsche Schule Dublin St. Kilian's School,NA,NA,NA,NA,NA,NA,NA,NA,NA
9817,Deutsche Schule Decimomannu in Selargius,NA,NA,NA,NA,NA,NA,NA,NA,NA
9818,Deutsche Schule Genua,NA,NA,NA,NA,NA,NA,NA,NA,NA
9819,Deutsche Schule Mailand,NA,NA,NA,NA,NA,NA,NA,NA,NA
9820,Deutsche Schule Instituto Giulia Mailand,NA,NA,NA,NA,NA,NA,NA,NA,NA
9821,Deutsche Schule Rom,NA,NA,NA,NA,NA,NA,NA,NA,NA
9822,Instituto Nostra Signora Rom - Privatschule -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9823,Europäische Schule Varese,NA,NA,NA,NA,NA,NA,NA,NA,NA
9824,Europäische Schule Kirchberg - Luxemburg,NA,NA,NA,NA,NA,NA,NA,NA,NA
9825,Europäische Schule Bergen N.H. (Petten),NA,NA,NA,NA,NA,NA,NA,NA,NA
9826,Deutsche Abteilung der AFNORTH International School in Brunssum,NA,NA,NA,NA,NA,NA,NA,NA,NA
9827,Deutsche Schule Budel,NA,NA,NA,NA,NA,NA,NA,NA,NA
9828,Deutsche Schule Den Haag,NA,NA,NA,NA,NA,NA,NA,NA,NA
9829,Deutsche Schule Rotterdam - Expertenschule -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9830,Kolleg St.Ludwig Vlodrop,NA,NA,NA,NA,NA,NA,NA,NA,NA
9831,Deutsche Schule Beja,NA,NA,NA,NA,NA,NA,NA,NA,NA
9832,Deutsche Schule Estoril - Zweigschule d. dt. Schule Lissabon -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9833,Deutsche Schule Lissabon,NA,NA,NA,NA,NA,NA,NA,NA,NA
9834,Deutsche Schule Porto,NA,NA,NA,NA,NA,NA,NA,NA,NA
9835,Deutsche Schule Stockholm,NA,NA,NA,NA,NA,NA,NA,NA,NA
9836,Deutsche Schule Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA
9837,Deutsche Schule Bilbao,NA,NA,NA,NA,NA,NA,NA,NA,NA
9838,Deutsche Schule Las Palmas,NA,NA,NA,NA,NA,NA,NA,NA,NA
9839,Deutsche Schule Madrid,NA,NA,NA,NA,NA,NA,NA,NA,NA
9840,Deutsche Schule San Sebastian - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9841,Deutsche Schule Santa Cruz de Tenerife Deutsche Schule Enrique Wolfson,NA,NA,NA,NA,NA,NA,NA,NA,NA
9842,Deutsche Schule Sevilla Colegio Aleman Alberto Durero,NA,NA,NA,NA,NA,NA,NA,NA,NA
9843,Deutsche Schule Valencia,NA,NA,NA,NA,NA,NA,NA,NA,NA
9844,Deutsche Schule Vigo - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9845,Deutsche Schule Moskau,NA,NA,NA,NA,NA,NA,NA,NA,NA
9846,Deutsche Schule Cordoba-Arguellodes des deutschen Schul- und Kulturverein's Cordoba,NA,NA,NA,NA,NA,NA,NA,NA,NA
9847,Goethe-Schule Buenos Aires,NA,NA,NA,NA,NA,NA,NA,NA,NA
9848,Pestalozzi-Schule Buenos Aires,NA,NA,NA,NA,NA,NA,NA,NA,NA
9849,Reuter-Schule Buenos Aires,NA,NA,NA,NA,NA,NA,NA,NA,NA
9850,Gartenstadt-Schule El Palomar - Colegio Ciudad Jardin -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9851,Johann-Gutenberg-Schule Mar del Plata der Kulturvereinigung Deutschsprechender,NA,NA,NA,NA,NA,NA,NA,NA,NA
9852,Deutsche Schule Moreno,NA,NA,NA,NA,NA,NA,NA,NA,NA
9853,Deutsche Schule Utz Schmidl Munro,NA,NA,NA,NA,NA,NA,NA,NA,NA
9854,Humboldt-Institut Necochea,NA,NA,NA,NA,NA,NA,NA,NA,NA
9855,Deutsche Schule Primo Capraro,NA,NA,NA,NA,NA,NA,NA,NA,NA
9856,Deutsche Schule Villa Adelina Buenos Aires,NA,NA,NA,NA,NA,NA,NA,NA,NA
9857,Deutsche Schule Villa Ballester Buenos Aires,NA,NA,NA,NA,NA,NA,NA,NA,NA
9858,Hölters-Schule Villa Ballester Buenos Aires,NA,NA,NA,NA,NA,NA,NA,NA,NA
9859,Deutsche Schule Villa General Belgrano - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9860,Deutsche Schule La Paz Colegio Aleman Mariscal Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
9861,Deutsche Schule Oruro - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9862,Deutsche Schule Sucre - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9863,Colegio Evangelico Panambi,NA,NA,NA,NA,NA,NA,NA,NA,NA
9864,Deutsche Schule Rio de Janeiro,NA,NA,NA,NA,NA,NA,NA,NA,NA
9865,Institut für die Ausbildung von Deutschlehrern Sao Leopoldo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9866,Colegio Visconde de Porto Seguro I Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9867,Colegio Humboldt Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA
9868,Deutsche Schule Concepcion - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9869,Instituto Aleman Frutillar - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
9870,Deutsche Schule R.A. Philippi La Union - Colegio Aleman -,NA,NA,NA,NA,NA,NA,NA,NA,NA
