report,vars,plot,label,label_short,sets,type
rpt_ubb_gm_p1,A11,A1,"<span style=""font-size:16px;""><strong>A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.</strong></span>",A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.,set04,ubb
rpt_ubb_gs_p1,A11,A1,"<span style=""font-size:16px;""><strong>A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.</strong></span>",A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.,set04,ubb
rpt_ubb_ms_p1,A11,A1,"<span style=""font-size:16px;""><strong>A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.</strong></span>",A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.,set04,ubb
rpt_ubb_p1,A11,A1,"<span style=""font-size:16px;""><strong>A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.</strong></span>",A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.,set04,ubb
rpt_ubb_fz_p1,A11,A1,"<span style=""font-size:16px;""><strong>A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.</strong></span>",A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.,set04,ubb
rpt_ubb_fb_p1,A11,A1,"<span style=""font-size:16px;""><strong>A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.</strong></span>",A1.1 Der Unterricht wird durch Störungen nicht beeinträchtigt.,set04,ubb
rpt_ubb_gm_p1,A112a,A1a,NA,A1.1.2a  LK achtet konsequent auf die Einhaltung von Regeln.,set05,ubb
rpt_ubb_p1,A112a,A1a,NA,A1.1.2a  LK achtet konsequent auf die Einhaltung von Regeln.,set05,ubb
rpt_ubb_gs_p1,A112a,A1a,NA,A1.1.2a  LK achtet konsequent auf die Einhaltung von Regeln.,set05,ubb
rpt_ubb_ms_p1,A112a,A1a,NA,A1.1.2a  LK achtet konsequent auf die Einhaltung von Regeln.,set05,ubb
rpt_ubb_fz_p1,A112a,A1a,NA,A1.1.2a  LK achtet konsequent auf die Einhaltung von Regeln.,set05,ubb
rpt_ubb_fb_p1,A112a,A1a,NA,A1.1.2a  LK achtet konsequent auf die Einhaltung von Regeln.,set05,ubb
rpt_ubb_gm_p1,A112b,A1a,NA,A1.1.2b Die SuS beachten die vereinbarten Regeln.,set05,ubb
rpt_ubb_gs_p1,A112b,A1a,NA,A1.1.2b Die SuS beachten die vereinbarten Regeln.,set05,ubb
rpt_ubb_ms_p1,A112b,A1a,NA,A1.1.2b Die SuS beachten die vereinbarten Regeln.,set05,ubb
rpt_ubb_fz_p1,A112b,A1a,NA,A1.1.2b Die SuS beachten die vereinbarten Regeln.,set05,ubb
rpt_ubb_fb_p1,A112b,A1a,NA,A1.1.2b Die SuS beachten die vereinbarten Regeln.,set05,ubb
rpt_ubb_p1,A112b,A1a,NA,A1.1.2b SuS beachten die vereinbarten Regeln.,set05,ubb
rpt_ubb_gm_p1,A113,A1a,NA,A1.1.3 LK geht angemessen m. Störungen um (Blick auf Gruppe und  d. Einzelnen),set05,ubb
rpt_ubb_fb_p1,A113,A1a,NA,A1.1.3  LK geht angemessen mit Störungen um,set05,ubb
rpt_ubb_gs_p1,A113,A1a,NA,A1.1.3 LK geht angemessen m. Störungen um (Blick auf Gruppe und  d. Einzelnen),set05,ubb
rpt_ubb_ms_p1,A113,A1a,NA,A1.1.3 LK geht angemessen m. Störungen um (Blick auf Gruppe und  d. Einzelnen),set05,ubb
rpt_ubb_fz_p1,A113,A1a,NA,A1.1.3 LK geht angemessen m. Störungen um (Blick auf Gruppe und  d. Einzelnen),set05,ubb
rpt_ubb_p1,A113,A1a,NA,A1.1.3 LK geht angemessen mit Störungen um,set05,ubb
rpt_ubb_gm_p1,A114,A1a,NA,A1.1.4 SuS reagieren auf Signale oder Hinweise der LK,set05,ubb
rpt_ubb_gs_p1,A114,A1a,NA,A1.1.4 SuS reagieren auf Signale oder Hinweise der LK,set05,ubb
rpt_ubb_p1,A114,A1a,NA,A1.1.4 SuS reagieren auf Signale oder Hinweise der LK,set05,ubb
rpt_ubb_ms_p1,A114,A1a,NA,A1.1.4 SuS reagieren auf Signale oder Hinweise der LK,set05,ubb
rpt_ubb_fz_p1,A114,A1a,NA,A1.1.4 SuS reagieren auf Signale oder Hinweise der LK,set05,ubb
rpt_ubb_fb_p1,A114,A1a,NA,A1.1.4 SuS reagieren auf Signale oder Hinweise der LK,set05,ubb
rpt_ubb_gm_p1,A12,A1,"<span style=""font-size:16px;""><strong>A1.2 Die Lernzeit wird effizient genutzt.</strong></span>",A1.2 Die Lernzeit wird effizient genutzt.,set04,ubb
rpt_ubb_gs_p1,A12,A1,"<span style=""font-size:16px;""><strong>A1.2 Die Lernzeit wird effizient genutzt.</strong></span>",A1.2 Die Lernzeit wird effizient genutzt.,set04,ubb
rpt_ubb_ms_p1,A12,A1,"<span style=""font-size:16px;""><strong>A1.2 Die Lernzeit wird effizient genutzt.</strong></span>",A1.2 Die Lernzeit wird effizient genutzt.,set04,ubb
rpt_ubb_fz_p1,A12,A1,"<span style=""font-size:16px;""><strong>A1.2 Die Lernzeit wird effizient genutzt.</strong></span>",A1.2 Die Lernzeit wird effizient genutzt.,set04,ubb
rpt_ubb_p1,A12,A1,"<span style=""font-size:16px;""><strong>A1.2 Die Lernzeit wird effizient genutzt.</strong></span>",A1.2 Die Lernzeit wird effizient genutzt.,set04,ubb
rpt_ubb_fb_p1,A12,A1,"<span style=""font-size:16px;""><strong>A1.2 Die Lernzeit wird effizient genutzt.</strong></span>",A1.2 Die Lernzeit wird effizient genutzt.,set04,ubb
rpt_ubb_gm_p1,A121,A1b,NA,A1.2.1 SuS setzen sich durchg. mit Lerninhalten auseinander,set16,ubb
rpt_ubb_p1,A121,A1b,NA,A1.2.1 SuS setzen sich durchg. mit Lerninhalten auseinander,set16,ubb
rpt_ubb_gs_p1,A121,A1b,NA,A1.2.1 SuS setzen sich durchg. mit Lerninhalten auseinander,set16,ubb
rpt_ubb_ms_p1,A121,A1b,NA,A1.2.1 SuS setzen sich durchg. mit Lerninhalten auseinander,set16,ubb
rpt_ubb_fz_p1,A121,A1b,NA,A1.2.1 SuS setzen sich durchg. mit Lerninhalten auseinander,set16,ubb
rpt_ubb_fb_p1,A121,A1b,NA,A1.2.1 SuS setzen sich durchg. mit Lerninhalten auseinander,set16,ubb
rpt_ubb_gm_p1,A122,A1b,NA,A1.2.2 Die LK nutzt den vorgegebenen Zeitrahmen optimal aus.,set16,ubb
rpt_ubb_gs_p1,A122,A1b,NA,A1.2.2 Die LK nutzt den vorgegebenen Zeitrahmen optimal aus.,set16,ubb
rpt_ubb_p1,A122,A1b,NA,A1.2.2 Die LK nutzt den vorgegebenen Zeitrahmen optimal aus.,set16,ubb
rpt_ubb_ms_p1,A122,A1b,NA,A1.2.2 Die LK nutzt den vorgegebenen Zeitrahmen optimal aus.,set16,ubb
rpt_ubb_fz_p1,A122,A1b,NA,A1.2.2 Die LK nutzt den vorgegebenen Zeitrahmen optimal aus.,set16,ubb
rpt_ubb_fb_p1,A122,A1b,NA,A1.2.2 Die LK nutzt den vorgegebenen Zeitrahmen optimal aus.,set16,ubb
rpt_ubb_gm_p1,A123,A1b,NA,A1.2.3 Die LK stellt eine routinierte Lernorganisation sicher.,set16,ubb
rpt_ubb_gs_p1,A123,A1b,NA,A1.2.3 Die LK stellt eine routinierte Lernorganisation sicher.,set16,ubb
rpt_ubb_p1,A123,A1b,NA,A1.2.3 Die LK stellt eine routinierte Lernorganisation sicher.,set16,ubb
rpt_ubb_ms_p1,A123,A1b,NA,A1.2.3 Die LK stellt eine routinierte Lernorganisation sicher.,set16,ubb
rpt_ubb_fz_p1,A123,A1b,NA,A1.2.3 Die LK stellt eine routinierte Lernorganisation sicher.,set16,ubb
rpt_ubb_fb_p1,A123,A1b,NA,A1.2.3 Die LK stellt eine routinierte Lernorganisation sicher.,set16,ubb
rpt_ubb_gm_p1,A124,A1b,NA,A1.2.4 Das notwendige Material ist vorbereitet und zugänglich.,set16,ubb
rpt_ubb_gs_p1,A124,A1b,NA,A1.2.4 Das notwendige Material ist vorbereitet und zugänglich.,set16,ubb
rpt_ubb_p1,A124,A1b,NA,A1.2.4 Das notwendige Material ist vorbereitet und zugänglich.,set16,ubb
rpt_ubb_ms_p1,A124,A1b,NA,A1.2.4 Das notwendige Material ist vorbereitet und zugänglich.,set16,ubb
rpt_ubb_fz_p1,A124,A1b,NA,A1.2.4 Das notwendige Material ist vorbereitet und zugänglich.,set16,ubb
rpt_ubb_fb_p1,A124,A1b,NA,A1.2.4 Das notwendige Material ist vorbereitet und zugänglich.,set16,ubb
rpt_ubb_gm_p1,A13,A1,"<span style=""font-size:16px;""><strong>A1.3 Das Unterrichtsklima ist lernförderlich.</strong></span>",A1.3 Das Unterrichtsklima ist lernförderlich.,set04,ubb
rpt_ubb_gs_p1,A13,A1,"<span style=""font-size:16px;""><strong>A1.3 Das Unterrichtsklima ist lernförderlich.</strong></span>",A1.3 Das Unterrichtsklima ist lernförderlich.,set04,ubb
rpt_ubb_ms_p1,A13,A1,"<span style=""font-size:16px;""><strong>A1.3 Das Unterrichtsklima ist lernförderlich.</strong></span>",A1.3 Das Unterrichtsklima ist lernförderlich.,set04,ubb
rpt_ubb_fz_p1,A13,A1,"<span style=""font-size:16px;""><strong>A1.3 Das Unterrichtsklima ist lernförderlich.</strong></span>",A1.3 Das Unterrichtsklima ist lernförderlich.,set04,ubb
rpt_ubb_p1,A13,A1,"<span style=""font-size:16px;""><strong>A1.3 Das Unterrichtsklima ist lernförderlich.</strong></span>",A1.3 Das Unterrichtsklima ist lernförderlich.,set04,ubb
rpt_ubb_fb_p1,A13,A1,"<span style=""font-size:16px;""><strong>A1.3 Das Unterrichtsklima ist lernförderlich.</strong></span>",A1.3 Das Unterrichtsklima ist lernförderlich.,set04,ubb
rpt_ubb_gm_p1,A131W121a,A1c,NA,A1.3.1_W1.2.1a LK achtet auf einen wertschätzenden Umgang.,set16,ubb
rpt_ubb_gs_p1,A131W121a,A1c,NA,A1.3.1_W1.2.1a LK achtet auf einen wertschätzenden Umgang.,set16,ubb
rpt_ubb_p1,A131W121a,A1c,NA,A1.3.1_W1.2.1a LK achtet auf einen wertschätzenden Umgang.,set16,ubb
rpt_ubb_ms_p1,A131W121a,A1c,NA,A1.3.1_W1.2.1a LK achtet auf einen wertschätzenden Umgang.,set16,ubb
rpt_ubb_fz_p1,A131W121a,A1c,NA,A1.3.1_W1.2.1a LK achtet auf einen wertschätzenden Umgang.,set16,ubb
rpt_ubb_fb_p1,A131W121a,A1c,NA,A1.3.1_W1.2.1a LK achtet auf einen wertschätzenden Umgang.,set16,ubb
rpt_ubb_gs_p1,A131W121b,A1c,NA,A1.3.1_W1.2.1b  SuS pflegen einen wertschätzenden Umgang,set16,ubb
rpt_ubb_p1,A131W121b,A1c,NA,A1.3.1_W1.2.1b  SuS pflegen einen wertschätzenden Umgang,set16,ubb
rpt_ubb_ms_p1,A131W121b,A1c,NA,A1.3.1_W1.2.1b  SuS pflegen einen wertschätzenden Umgang,set16,ubb
rpt_ubb_fz_p1,A131W121b,A1c,NA,A1.3.1_W1.2.1b  SuS pflegen einen wertschätzenden Umgang,set16,ubb
rpt_ubb_fb_p1,A131W121b,A1c,NA,A1.3.1_W1.2.1b  SuS pflegen einen wertschätzenden Umgang,set16,ubb
rpt_ubb_gm_p1,A131W121b,A1c,NA,A1.3.1_W1.2.1b  SuS pflegen einen wertschätzenden Umgang,set16,ubb
rpt_ubb_gs_p1,A134W122,A1c,NA,A1.3.4_W1.2.2  SuS äußern sich im Unterricht offen.,set16,ubb
rpt_ubb_p1,A134W122,A1c,NA,A1.3.4_W1.2.2  SuS äußern sich im Unterricht offen.,set16,ubb
rpt_ubb_gm_p1,A134W122,A1c,NA,A1.3.4_W1.2.2  SuS äußern sich im Unterricht offen.,set16,ubb
rpt_ubb_ms_p1,A134W122,A1c,NA,A1.3.4_W1.2.2  SuS äußern sich im Unterricht offen.,set16,ubb
rpt_ubb_fz_p1,A134W122,A1c,NA,A1.3.4_W1.2.2  SuS äußern sich im Unterricht offen.,set16,ubb
rpt_ubb_fb_p1,A134W122,A1c,NA,A1.3.4_W1.2.2  SuS äußern sich im Unterricht offen.,set16,ubb
rpt_ubb_p1,A21,A2,"<span style=""font-size:16px;""><strong>A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.</strong></span>",A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.,set04,ubb
rpt_ubb_gm_p1,A21,A2,"<span style=""font-size:16px;""><strong>A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.</strong></span>",A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.,set04,ubb
rpt_ubb_gs_p1,A21,A2,"<span style=""font-size:16px;""><strong>A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.</strong></span>",A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.,set04,ubb
rpt_ubb_ms_p1,A21,A2,"<span style=""font-size:16px;""><strong>A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.</strong></span>",A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.,set04,ubb
rpt_ubb_fz_p1,A21,A2,"<span style=""font-size:16px;""><strong>A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.</strong></span>",A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.,set04,ubb
rpt_ubb_fb_p1,A21,A2,"<span style=""font-size:16px;""><strong>A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.</strong></span>",A2.1 Der Unterricht basiert auf Zielen und zu erwerbenden Kompetenzen.,set04,ubb
rpt_ubb_p1,A211,A2a,NA,A2.1.1 Die Ziele werden thematisiert.,set05,ubb
rpt_ubb_gs_p1,A211,A2a,NA,A2.1.1 Die Ziele werden thematisiert.,set05,ubb
rpt_ubb_gm_p1,A211,A2a,NA,A2.1.1 Die Ziele werden thematisiert.,set05,ubb
rpt_ubb_ms_p1,A211,A2a,NA,A2.1.1 Die Ziele werden thematisiert.,set05,ubb
rpt_ubb_fz_p1,A211,A2a,NA,A2.1.1 Die Ziele werden thematisiert.,set05,ubb
rpt_ubb_fb_p1,A211,A2a,NA,A2.1.1 Die Ziele werden thematisiert.,set05,ubb
rpt_ubb_p1,A213,A2a,NA,A2.1.3 Die LK vermittelt klare Erwartungen an die Qualität der Beiträge oder Aufgabenbearbeitungen.,set05,ubb
rpt_ubb_gs_p1,A213,A2a,NA,A2.1.3 Die LK vermittelt klare Erwartungen an die Qualität der Beiträge oder Aufgabenbearbeitungen.,set05,ubb
rpt_ubb_gm_p1,A213,A2a,NA,A2.1.3 Die LK vermittelt klare Erwartungen an die Qualität der Beiträge oder Aufgabenbearbeitungen.,set05,ubb
rpt_ubb_ms_p1,A213,A2a,NA,A2.1.3 Die LK vermittelt klare Erwartungen an die Qualität der Beiträge oder Aufgabenbearbeitungen.,set05,ubb
rpt_ubb_fz_p1,A213,A2a,NA,A2.1.3 Die LK vermittelt klare Erwartungen an die Qualität der Beiträge oder Aufgabenbearbeitungen.,set05,ubb
rpt_ubb_fb_p1,A213,A2a,NA,A2.1.3 Die LK vermittelt klare Erwartungen an die Qualität der Beiträge oder Aufgabenbearbeitungen.,set05,ubb
rpt_ubb_p1,A214,A2a,NA,A2.1.4 Im Unterrichtsverlauf wird der Bezug zu den Zielen deutlich.,set05,ubb
rpt_ubb_gs_p1,A214,A2a,NA,A2.1.4 Im Unterrichtsverlauf wird der Bezug zu den Zielen deutlich.,set05,ubb
rpt_ubb_gm_p1,A214,A2a,NA,A2.1.4 Im Unterrichtsverlauf wird der Bezug zu den Zielen deutlich.,set05,ubb
rpt_ubb_ms_p1,A214,A2a,NA,A2.1.4 Im Unterrichtsverlauf wird der Bezug zu den Zielen deutlich.,set05,ubb
rpt_ubb_fz_p1,A214,A2a,NA,A2.1.4 Im Unterrichtsverlauf wird der Bezug zu den Zielen deutlich.,set05,ubb
rpt_ubb_fb_p1,A214,A2a,NA,A2.1.4 Im Unterrichtsverlauf wird der Bezug zu den Zielen deutlich.,set05,ubb
rpt_ubb_p1,A22,A2,"<span style=""font-size:16px;""><strong>A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.</strong></span>",A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.,set04,ubb
rpt_ubb_gm_p1,A22,A2,"<span style=""font-size:16px;""><strong>A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.</strong></span>",A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.,set04,ubb
rpt_ubb_gs_p1,A22,A2,"<span style=""font-size:16px;""><strong>A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.</strong></span>",A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.,set04,ubb
rpt_ubb_ms_p1,A22,A2,"<span style=""font-size:16px;""><strong>A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.</strong></span>",A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.,set04,ubb
rpt_ubb_fz_p1,A22,A2,"<span style=""font-size:16px;""><strong>A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.</strong></span>",A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.,set04,ubb
rpt_ubb_fb_p1,A22,A2,"<span style=""font-size:16px;""><strong>A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.</strong></span>",A2.2 Die Inhalte des Unterrichts werden klar und anschaulich dargestellt.,set04,ubb
rpt_ubb_p1,A221,A2b,NA,"A2.2.1 Die LK nutzt eine verständliche, altersgerechte Sprache.",set16,ubb
rpt_ubb_gs_p1,A221,A2b,NA,"A2.2.1 Die LK nutzt eine verständliche, altersgerechte Sprache.",set16,ubb
rpt_ubb_gm_p1,A221,A2b,NA,"A2.2.1 Die LK nutzt eine verständliche, altersgerechte Sprache.",set16,ubb
rpt_ubb_ms_p1,A221,A2b,NA,"A2.2.1 Die LK nutzt eine verständliche, altersgerechte Sprache.",set16,ubb
rpt_ubb_fz_p1,A221,A2b,NA,"A2.2.1 Die LK nutzt eine verständliche, altersgerechte Sprache.",set16,ubb
rpt_ubb_fb_p1,A221,A2b,NA,"A2.2.1 Die LK nutzt eine verständliche, altersgerechte Sprache.",set16,ubb
rpt_ubb_p1,A222,A2b,NA,A2.2.2 Die LK strukturiert den Unterricht logisch und nachvollziehbar.,set16,ubb
rpt_ubb_gs_p1,A222,A2b,NA,A2.2.2 Die LK strukturiert den Unterricht logisch und nachvollziehbar.,set16,ubb
rpt_ubb_gm_p1,A222,A2b,NA,A2.2.2 Die LK strukturiert den Unterricht logisch und nachvollziehbar.,set16,ubb
rpt_ubb_ms_p1,A222,A2b,NA,A2.2.2 Die LK strukturiert den Unterricht logisch und nachvollziehbar.,set16,ubb
rpt_ubb_fz_p1,A222,A2b,NA,A2.2.2 Die LK strukturiert den Unterricht logisch und nachvollziehbar.,set16,ubb
rpt_ubb_fb_p1,A222,A2b,NA,A2.2.2 Die LK strukturiert den Unterricht logisch und nachvollziehbar.,set16,ubb
rpt_ubb_p1,A223,A2b,NA,A2.2.3 Bildliche Darstellungen helfen beim Lernen.,set16,ubb
rpt_ubb_gs_p1,A223,A2b,NA,A2.2.3 Bildliche Darstellungen helfen beim Lernen.,set16,ubb
rpt_ubb_gm_p1,A223,A2b,NA,A2.2.3 Bildliche Darstellungen helfen beim Lernen.,set16,ubb
rpt_ubb_ms_p1,A223,A2b,NA,A2.2.3 Bildliche Darstellungen helfen beim Lernen.,set16,ubb
rpt_ubb_fz_p1,A223,A2b,NA,A2.2.3 Bildliche Darstellungen helfen beim Lernen.,set16,ubb
rpt_ubb_fb_p1,A223,A2b,NA,A2.2.3 Bildliche Darstellungen helfen beim Lernen.,set16,ubb
rpt_ubb_p1,A224,A2b,NA,A2.2.4 Sprachliche Erläuterungen helfen beim Lernen.,set16,ubb
rpt_ubb_gs_p1,A224,A2b,NA,A2.2.4 Sprachliche Erläuterungen helfen beim Lernen.,set16,ubb
rpt_ubb_gm_p1,A224,A2b,NA,A2.2.4 Sprachliche Erläuterungen helfen beim Lernen.,set16,ubb
rpt_ubb_ms_p1,A224,A2b,NA,A2.2.4 Sprachliche Erläuterungen helfen beim Lernen.,set16,ubb
rpt_ubb_fz_p1,A224,A2b,NA,A2.2.4 Sprachliche Erläuterungen helfen beim Lernen.,set16,ubb
rpt_ubb_fb_p1,A224,A2b,NA,A2.2.4 Sprachliche Erläuterungen helfen beim Lernen.,set16,ubb
rpt_ubb_gm_p1,A225W241,W24a,"Die eingesetzten digitalen Medien unterstützen die Veranschaulichung. <span style=""font-size:9px;"">A2.2.5_W2.4.1</span>",W2.4.1 Eingesetzte digitale Medien unterstützen die Veranschaulichung.,set16,ubb
rpt_ubb_p1,A225W241,W24a,"Die eingesetzten digitalen Medien unterstützen die Veranschaulichung. <span style=""font-size:9px;"">A2.2.5_W2.4.1</span>",W2.4.1 Eingesetzte digitale Medien unterstützen die Veranschaulichung.,set16,ubb
rpt_ubb_gs_p1,A225W241,W24a,"Die eingesetzten digitalen Medien unterstützen die Veranschaulichung. <span style=""font-size:9px;"">A2.2.5_W2.4.1</span>",W2.4.1 Eingesetzte digitale Medien unterstützen die Veranschaulichung.,set16,ubb
rpt_ubb_ms_p1,A225W241,W24a,"Die eingesetzten digitalen Medien unterstützen die Veranschaulichung. <span style=""font-size:9px;"">A2.2.5_W2.4.1</span>",W2.4.1 Eingesetzte digitale Medien unterstützen die Veranschaulichung.,set16,ubb
rpt_ubb_fz_p1,A225W241,W24a,"Die eingesetzten digitalen Medien unterstützen die Veranschaulichung. <span style=""font-size:9px;"">A2.2.5_W2.4.1</span>",W2.4.1 Eingesetzte digitale Medien unterstützen die Veranschaulichung.,set16,ubb
rpt_ubb_fb_p1,A225W241,W24a,"Die eingesetzten digitalen Medien unterstützen die Veranschaulichung. <span style=""font-size:9px;"">A2.2.5_W2.4.1</span>",W2.4.1 Eingesetzte digitale Medien unterstützen die Veranschaulichung.,set16,ubb
rpt_ubb_gm_p1,A311ub,A3a,NA,Eingesetzte Unterrichtsmethoden,Freitext,ubb
rpt_ubb_p1,A311ub,A3a,NA,Eingesetzte Unterrichtsmethoden,Freitext,ubb
rpt_ubb_gs_p1,A311ub,A3a,NA,Eingesetzte Unterrichtsmethoden,Freitext,ubb
rpt_ubb_ms_p1,A311ub,A3a,NA,Eingesetzte Unterrichtsmethoden,Freitext,ubb
rpt_ubb_fz_p1,A311ub,A3a,NA,Eingesetzte Unterrichtsmethoden,Freitext,ubb
rpt_ubb_fb_p1,A311ub,A3a,NA,Eingesetzte Unterrichtsmethoden,Freitext,ubb
rpt_ubb_gm_p1,A311W141,W14a,"Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein. <span style=""font-size:9px;"">A3.1.1_W1.4.1</span>",W1.4.1 Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein.,set16,ubb
rpt_ubb_p1,A311W141,W14a,"Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein. <span style=""font-size:9px;"">A3.1.1_W1.4.1</span>",W1.4.1 Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein.,set16,ubb
rpt_ubb_gs_p1,A311W141,W14a,"Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein. <span style=""font-size:9px;"">A3.1.1_W1.4.1</span>",W1.4.1 Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein.,set16,ubb
rpt_ubb_ms_p1,A311W141,W14a,"Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein. <span style=""font-size:9px;"">A3.1.1_W1.4.1</span>",W1.4.1 Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein.,set16,ubb
rpt_ubb_fz_p1,A311W141,W14a,"Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein. <span style=""font-size:9px;"">A3.1.1_W1.4.1</span>",W1.4.1 Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein.,set16,ubb
rpt_ubb_fb_p1,A311W141,W14a,"Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein. <span style=""font-size:9px;"">A3.1.1_W1.4.1</span>",W1.4.1 Die LK setzt Unterrichtsmethoden gezielt zur individuellen Förderung ein.,set16,ubb
rpt_ubb_gm_p1,A312ubEi,A3b,Einzelarbeit,Einzelarbeit,set08,ubb
rpt_ubb_ms_p1,A312ubEi,A3b,Einzelarbeit,Einzelarbeit,set08,ubb
rpt_ubb_fz_p1,A312ubEi,A3b,Einzelarbeit,Einzelarbeit,set08,ubb
rpt_ubb_p1,A312ubEi,A3b,Einzelarbeit,Einzelarbeit,set08,ubb
rpt_ubb_gs_p1,A312ubEi,A3b,Einzelarbeit,Einzelarbeit,set08,ubb
rpt_ubb_fb_p1,A312ubEi,A3b,Einzelarbeit,Einzelarbeit,set08,ubb
rpt_ubb_gm_p1,A312ubGr,A3b,Gruppenarbeit,Gruppenarbeit,set08,ubb
rpt_ubb_ms_p1,A312ubGr,A3b,Gruppenarbeit,Gruppenarbeit,set08,ubb
rpt_ubb_fz_p1,A312ubGr,A3b,Gruppenarbeit,Gruppenarbeit,set08,ubb
rpt_ubb_p1,A312ubGr,A3b,Gruppenarbeit,Gruppenarbeit,set08,ubb
rpt_ubb_gs_p1,A312ubGr,A3b,Gruppenarbeit,Gruppenarbeit,set08,ubb
rpt_ubb_fb_p1,A312ubGr,A3b,Gruppenarbeit,Gruppenarbeit,set08,ubb
rpt_ubb_gm_p1,A312ubPa,A3b,Partnerarbeit,Partnerarbeit,set08,ubb
rpt_ubb_p1,A312ubPa,A3b,Partnerarbeit,Partnerarbeit,set08,ubb
rpt_ubb_gs_p1,A312ubPa,A3b,Partnerarbeit,Partnerarbeit,set08,ubb
rpt_ubb_ms_p1,A312ubPa,A3b,Partnerarbeit,Partnerarbeit,set08,ubb
rpt_ubb_fz_p1,A312ubPa,A3b,Partnerarbeit,Partnerarbeit,set08,ubb
rpt_ubb_fb_p1,A312ubPa,A3b,Partnerarbeit,Partnerarbeit,set08,ubb
rpt_ubb_gm_p1,A312ubPl,A3b,Plenum,Plenum,set08,ubb
rpt_ubb_p1,A312ubPl,A3b,Plenum,Plenum,set08,ubb
rpt_ubb_gs_p1,A312ubPl,A3b,Plenum,Plenum,set08,ubb
rpt_ubb_fz_p1,A312ubPl,A3b,Plenum,Plenum,set08,ubb
rpt_ubb_ms_p1,A312ubPl,A3b,Plenum,Plenum,set08,ubb
rpt_ubb_fb_p1,A312ubPl,A3b,Plenum,Plenum,set08,ubb
rpt_ubb_gm_p1,A314ub,A3c,NA,Eingesetzte Aufgabentypen,set10,ubb
rpt_ubb_p1,A314ub,A3c,NA,Eingesetzte Aufgabentypen,set10,ubb
rpt_ubb_gs_p1,A314ub,A3c,NA,Eingesetzte Aufgabentypen,set10,ubb
rpt_ubb_fz_p1,A314ub,A3c,NA,Eingesetzte Aufgabentypen,set10,ubb
rpt_ubb_ms_p1,A314ub,A3c,NA,Eingesetzte Aufgabentypen,set10,ubb
rpt_ubb_fb_p1,A314ub,A3c,NA,Eingesetzte Aufgabentypen,set10,ubb
rpt_ubb_gm_p1,A315ub,A3d,Rhythmisierende Elemente eingesetzt,GS_Rhythmisierende Elemente eingesetzt,set15,ubb
rpt_ubb_gs_p1,A315ub,A3d,Rhythmisierende Elemente eingesetzt,Rhythmisierende Elemente eingesetzt,set15,ubb
