report,vars,plot,label,label_short,sets,type
rpt_leh_gs_p2,B312b,B31,"Unsere Schule bietet gute Unterstützung für Schülerinnen und Schüler, die eine besondere Förderung sozialer Kompetenzen benötigen.","Die Schule bietet gute Unterstützung für Schülerinnen/Schüler, die eine besond. Förderung sozialer Kompetenzen benötigen.",set01,leh
rpt_all_p1,A211B,A21,"Ich weiß genau, was ich in der Unterrichtsstunde lernen soll.","Ich weiß genau, was ich in der Unterrichtsstunde lernen soll.",set01,sus
gs_p3,A531,A53,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Wir dürfen ein Thema oder eine Aufgabe auch mal alleine aussuchen.</span></span></b></span>",Wir dürfen ein Thema oder eine Aufgabe auch mal alleine aussuchen.,set01,sus
rpt_leh_p1,B312b,B31,"Unsere Schule bietet gute Unterstützung für Schülerinnen und Schüler, die eine besondere Förderung sozialer Kompetenzen benötigen.","Die Schule bietet gute Unterstützung für Schülerinnen/Schüler, die eine besond. Förderung sozialer Kompetenzen benötigen.",set01,leh
rpt_all_fb_p1,A211B,A21,"Ich weiß genau, was ich in der Unterrichtsstunde lernen soll.","Ich weiß genau, was ich in der Unterrichtsstunde lernen soll.",set01,sus
gs_p3,A534,A53,"Ich setze Unterrichtsmethoden ein, mit denen die Eigenverantwortung der Schülerinnen und Schüler für ihren Lernprozess gestärkt wird.","Setze U-Methoden ein,  die Eigenverantwortung d. SuS f. ihren Lernprozess stärken",set01,leh
rpt_leh_p2,B312b,B31,"Unsere Schule bietet gute Unterstützung für Schülerinnen und Schüler, die eine besondere Förderung sozialer Kompetenzen benötigen.","Die Schule bietet gute Unterstützung für Schülerinnen/Schüler, die eine besond. Förderung sozialer Kompetenzen benötigen.",set01,leh
rpt_sus_gs_p2,A321,A32,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer macht den Unterricht richtig spannend.</span></span></b></span>",Die Lehrkraft macht den Unterricht richtig spannend.,set01,sus
ms_p1,B132,B13b,Ich fühle mich an unserer Schule sehr wohl.,Ich fühle mich an unserer Schule sehr wohl.,set01,sus
rpt_all_p1,A213,A21,"Ich weiß, was die Lehrkraft von mir erwartet.","Ich weiß, was die Lehrkraft von mir erwartet.",set01,sus
rpt_leh_fb_p1,B313,B31,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,set01,leh
rpt_leh_fz_p1,B313,B31,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,set01,leh
rpt_all_fb_p1,A213,A21,"Ich weiß, was die Lehrkraft von mir erwartet.","Ich weiß, was die Lehrkraft von mir erwartet.",set01,sus
rpt_leh_fz_p2,B313,B31,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,set01,leh
rpt_leh_gs_p1,B313,B31,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,set01,leh
rpt_leh_gs_p2,B313,B31,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,set01,leh
gm_p1,A641,A64,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Ich bekomme genug Zeit für meine Aufgaben. </span></span></b></span>",GS_Ich bekomme genug Zeit für meine Aufgaben.,set01,sus
gm_p1,B132,B13b,"<div class=""videodetector""><span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Ich fühle mich wohl in der Schule.</span></span></b></span></div>",GS_Ich fühle mich wohl in der Schule.,set01,sus
gm_p3,B132,B13b,GS_Ich fühle mich wohl in der Schule.,GS_Ich fühle mich wohl in der Schule.,set01,sus
rpt_sus_fz_p2,A431bm,A43,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer lobt mich, wenn ich mich so richtig anstrenge (7-10).</span></span></b></span>","MS_Die Lehrkraft lobt mich, wenn ich mich so richtig anstrenge.",set01,sus
rpt_leh_p1,B313,B31,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,set01,leh
rpt_all_p1,B123s,B12,Ich werde an der Schule fair behandelt.,Ich werde an der Schule fair behandelt.,set01,sus
rpt_leh_p2,B313,B31,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,An unserer Schule ist der nachhaltige Umgang mit Natur und Umwelt ein wichtiges Thema.,set01,leh
rpt_sus_gm_p1,A134W122m,W12,NA,"MS_Ich traue mich, im Unterricht Fragen zu stellen, wenn ich etwas nicht verstehe.",set01,sus
rpt_all_fb_p1,B123,B12,Ich werde an der Schule fair behandelt.,Ich werde an der Schule fair behandelt.,set01,sus
rpt_sus_gm_p2,A432,A43,"Im Unterricht wird niemand ausgelacht, der einen Fehler macht.","MS_Im Unterricht wird niemand ausgelacht, der einen Fehler macht.",set01,sus
rpt_sus_p1,A134W122m,W12,NA,"Bei dieser Lehrkraft traue ich mich immer, eine Frage zu stellen.",set01,sus
rpt_all_fb_p1,B132a,B13b,Mein Sohn/meine Tochter fühlt sich an der Schule wohl.,Sohn/meine Tochter fühlt sich an der Schule wohl.,set01,elt
gs_p2,A434,A43,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer zeigt mir, was ich schon gut kann. </span></span></b></span>","Die Lehrkraft zeigt mir, was ich schon gut kann.",set01,sus
rpt_all_p1,B132a,B13b,Mein Sohn/meine Tochter fühlt sich an der Schule wohl.,Sohn/meine Tochter fühlt sich an der Schule wohl.,set01,elt
gm_p1,A641m,A64,"Ich bekomme genug Zeit, um zu üben, bis ich es kann.","MS_Ich bekomme genug Zeit, um zu üben, bis ich es kann.",set01,sus
ms_p2,A411,A41,Die Lehrkraft hört sich meine Vorschläge an und nimmt sie ernst.,Die Lehrkraft hört sich meine Vorschläge an und nimmt sie ernst.,set01,sus
rpt_sus_gm_p1,B131W124,W12,NA,GS_In den Pausen bin ich mit meinen Freundinnen oder Freunden zusammen.,set01,sus
gm_p1,A642,A64,Meine Lehrerin/mein Lehrer bespricht mit uns die Hausaufgaben.,MS_Unsere Lehrkraft bespricht mit uns die Hausaufgaben.,set01,sus
rpt_sus_p2,A421m,A42,"Die Lehrkraft erklärt uns, warum das, was wir lernen, für uns wichtig ist.","Die Lehrkraft erklärt uns, warum das, was wir lernen, für uns wichtig ist.",set01,sus
gs_p2,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_sus_gm_p2,A433,A43,"Meine Lehrerin/mein Lehrer gibt mir Möglichkeiten, meine Leistung selbst einzuschätzen.","MS_Die Lehrkraft gibt mir Möglichkeiten, meine Leistung selbst einzuschätzen.",set01,sus
rpt_all_bq_p5,B222,B22,Ausbilderinnen und Ausbilder unseres Betriebs werden gezielt als Fachleute eingeladen.,Ausbildungspartner werden gezielt als Fachleute eingeladen.,set01,aus
rpt_sus_gs_p1,B132,B13,"<div class=""videodetector""><span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Ich fühle mich wohl in der Schule.</span></span></b></span></div>",Ich fühle mich wohl in der Schule.,set01,sus
rpt_all_p2,A421m,A42,"Die Lehrkraft erklärt uns, warum das, was wir lernen, für uns wichtig ist.","Die Lehrkraft erklärt uns, warum das, was wir lernen, für uns wichtig ist.",set01,sus
rpt_all_bq_p1,B223,B22,"Unsere Schule zeichnet sich dadurch aus, den  Schülerinnen und Schülern Orientierung zu beruflichen Perspektiven und Karrieremöglichkeiten zu geben.",Die Schule zeichnet sich durch Orientierung zu berufl. Perspektiven und Karrieremöglichkeiten aus.,set01,leh
rpt_all_fz_p1,A641,A64,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Ich bekomme genug Zeit für meine Aufgaben. </span></span></b></span>",GS_Ich bekomme genug Zeit für meine Aufgaben.,set01,sus
rpt_sus_bq_p1,B131W124A,W12,NA,Wir gehen an der Schule respektvoll miteinander um.,set01,sus
rpt_all_bq_p5,B223,B22,"Unsere Schule zeichnet sich dadurch aus, den  Schülerinnen und Schülern Orientierung zu beruflichen Perspektiven und Karrieremöglichkeiten zu geben.",Die Schule zeichnet sich durch Orientierung zu berufl. Perspektiven und Karrieremöglichkeiten aus.,set01,leh
rpt_sus_fb_p1,B131W124A,W12,NA,Wir gehen an der Schule respektvoll miteinander um.,set01,sus
rpt_all_bq_p1,B223a,B22,Ich erhalte nützliche Informationen über Karriere- und Weiterbildungsmöglichkeiten im Beruf.,Ich erhalte nützliche Informationen über Karriere- und Weiterbildungsmöglichkeiten im Beruf.,set01,sus
gs_p4,A527W246,A52,Ich setze auch digital gestützte Formen der Leistungsüberprüfung ein.,Setze auch digital gestützte Formen der Leistungsüberprüfung ein,set01,leh
rpt_all_fz_p1,A641m,A64,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Ich bekomme genug Zeit für meine Aufgaben (7-10).</span></span></b></span>",MS_Ich bekomme genug Zeit für meine Aufgaben.,set01,sus
rpt_all_bq_p5,B223a,B22,Ich erhalte nützliche Informationen über Karriere- und Weiterbildungsmöglichkeiten im Beruf.,Ich erhalte nützliche Informationen über Karriere- und Weiterbildungsmöglichkeiten im Beruf.,set01,sus
rpt_all_bq_p1,B223b,B22,Die von der Schule vermittelten Inhalte machen mich fit für meinen Beruf.,Die von der Schule vermittelten Inhalte machen mich fit für meinen Beruf.,set01,sus
ms_p2,A421m,A42,"Die Lehrkraft erklärt uns, warum das, was wir lernen, für uns wichtig ist.","Die Lehrkraft erklärt uns, warum das, was wir lernen, für uns wichtig ist.",set01,sus
rpt_sus_gm_p1,B131W124A,W12,NA,MS_Wir gehen an der Schule respektvoll miteinander um.,set01,sus
rpt_all_bq_p5,B223b,B22,Die von der Schule vermittelten Inhalte machen mich fit für meinen Beruf.,Die von der Schule vermittelten Inhalte machen mich fit für meinen Beruf.,set01,sus
rpt_sus_fz_p2,A434,A43,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer zeigt mir, was ich schon gut kann. </span></span></b></span>","GS_Die Lehrkraft zeigt mir, was ich schon gut kann.",set01,sus
rpt_sus_p2,A422,A42,"Die Lehrkraft nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.","Die Lehrkraft nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.",set01,sus
rpt_all_bq_p1,B223c,B22,"Die Schule hilft mir dabei, meine Stärken zu erkennen, um sie im Berufsleben nutzen zu können.","Die Schule hilft mir dabei, meine Stärken zu erkennen, um sie im Berufsleben nutzen zu können.",set01,sus
rpt_sus_gm_p2,A434,A43,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer zeigt mir, was ich schon gut kann. </span></span></b></span>","GS_Die Lehrkraft zeigt mir, was ich schon gut kann.",set01,sus
gm_p1,A643,A64,Meine Lehrerin/mein Lehrer fasst am Ende der Stunde das Wichtigste zusammen.,MS_Die Lehrkraft fasst am Ende der Stunde das Wichtigste zusammen.,set01,sus
rpt_leh_fb_p1,B322W262l,B32,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
gm_p1,A644,A64,"Meine Lehrerin/mein Lehrer wiederholt den Unterrichtsstoff, den wir früher schon mal durchgenommen haben.","MS_Die Lehrkraft wiederholt regelmäßig den U-stoff, den wir früher schon mal durchgenommen haben.",set01,sus
rpt_all_bq_p5,B223c,B22,"Die Schule hilft mir dabei, meine Stärken zu erkennen, um sie im Berufsleben nutzen zu können.","Die Schule hilft mir dabei, meine Stärken zu erkennen, um sie im Berufsleben nutzen zu können.",set01,sus
rpt_leh_fb_p1,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
gm_p1,B221a,B22,Die Schülerinnen und Schüler lernen viele außerschulische Lebensbereiche kennen (z. B. durch Exkursionen).,SuS lernen viele außerschulische Lebensbereiche kennen.,set01,leh
rpt_leh_fz_p1,B322W262l,B32,Ich thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten.,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
gm_p1,B221b,B22,An unserer Schule finden regelmäßig Veranstaltungen mit außerschulischen Fachleuten statt.,Es finden regelmäßig Veranstaltungen mit außerschulischen Fachleuten statt.,set01,leh
gm_p1,B223,B22,Unsere Schule zeichnet sich durch die besondere Unterstützung der Schülerinnen und Schüler bei der beruflichen Orientierung aus.,Die Schule zeichnet sich durch die besond. Unterstützung der SuS b. d. berufl. Orientierung aus.,set01,leh
rpt_leh_fz_p1,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_leh_fz_p2,B322W262l,B32,Ich thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten.,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
gs_p1,A633,A63b,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer zeigt mir, wie ich mir etwas besser merken kann. </span></span></b></span>","Meine Lehrkraft zeigt mir, wie ich mir etwas besser merken kann.",set01,sus
rpt_all_bq_p1,B132a,B13b,Mein Sohn/meine Tochter fühlt sich an der Schule wohl.,Sohn/meine Tochter fühlt sich an der Schule wohl.,set01,elt
rpt_leh_fz_p2,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
gs_p3,A535W254,A53,Ich nutze digitale Medien zur Unterstützung des selbstgesteuerten Lernens der Schülerinnen und Schüler.,Nutze digitale Medien zur Unterstützung selbstgesteuerten Lernens der SuS,set01,leh
rpt_all_fb_p1,C222,C22,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,Die SL bezieht das Kollegium bei wichtigen Entscheidungen frühzeitig ein.,set01,leh
rpt_leh_gs_p1,B322W262l,B32,Ich thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten.,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_leh_gs_p1,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_leh_gs_p2,B322W262l,B32,Ich thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten.,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_leh_gs_p2,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_all_fz_p1,B221a,B22,Die Schülerinnen und Schüler lernen viele außerschulische Lebensbereiche kennen (z. B. durch Exkursionen).,SuS lernen viele außerschulische Lebensbereiche kennen.,set01,leh
gm_p3,A641,A64,GS_Ich bekomme genug Zeit für meine Aufgaben.,GS_Ich bekomme genug Zeit für meine Aufgaben.,set01,sus
rpt_all_fz_p1,B221b,B22,"Die Schülerinnen und Schüler können gelegentlich mit außerschulischen Fachleuten arbeiten (z.B. aus Handwerk, Kunst usw.).",SuS können gelegentlich mit außerschulischen Fachleuten arbeiten.,set01,leh
gm_p3,A641m,A64,"MS_Ich bekomme genug Zeit, um zu üben, bis ich es kann.","MS_Ich bekomme genug Zeit, um zu üben, bis ich es kann.",set01,sus
rpt_all_fz_p1,B223,B22,Unsere Schule unterstützt die berufliche Orientierung der Schülerinnen und Schüler mit vielfältigen Angeboten.,Die Schule unterstützt die berufliche Orientierung der Schülerinnen/Schüler mit vielfältigen Angeboten.,set01,leh
gm_p3,A642,A64,MS_Unsere Lehrkraft bespricht mit uns die Hausaufgaben.,MS_Unsere Lehrkraft bespricht mit uns die Hausaufgaben.,set01,sus
rpt_leh_p1,B322W262l,B32,Ich thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten.,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_leh_p1,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_leh_p2,B322W262l,B32,Ich thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten.,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_leh_p2,B322W262l,W26,NA,Thematisiere im Unterricht die Regeln im Umgang mit den eigenen und fremden Daten,set01,leh
rpt_sus_p1,B131W124A,W12,NA,Wir gehen an der Schule respektvoll miteinander um.,set01,sus
rpt_all_fz_p1,B223am,B22,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Ich bekomme von meiner Schule viele Informationen über verschiedene Berufe (7-10).</span></span></b></span>",MS_Ich bekomme von meiner Schule viele Informationen über verschiedene Berufe.,set01,sus
gm_p3,A643,A64,MS_Die Lehrkraft fasst am Ende der Stunde das Wichtigste zusammen.,MS_Die Lehrkraft fasst am Ende der Stunde das Wichtigste zusammen.,set01,sus
rpt_all_fz_p1,B223bm,B22,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Schule sagt mir, welche Berufe gut zu mir passen (7-10).</span></span></b></span>","MS_Meine Schule sagt mir, welche Berufe gut zu mir passen.",set01,sus
gs_p1,A633e,A63b,"Mein Sohn/meine Tochter erfährt in der Schule, wie man gut für die Schule lernen und üben kann.","Tochter/Sohn erfährt in der Schule, wie man gut für die Schule lernen und üben kann.",set01,elt
rpt_sus_gs_p2,A431a,A43,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer macht mir Mut, wenn ich etwas nicht gleich schaffe. </span></span></b></span>","Die Lehrkraft macht mir Mut, wenn ich etwas nicht gleich schaffe.",set01,sus
gm_p3,B223,B22,Die Schule zeichnet sich durch die besond. Unterstützung der SuS b. d. berufl. Orientierung aus.,Die Schule zeichnet sich durch die besond. Unterstützung der SuS b. d. berufl. Orientierung aus.,set01,leh
rpt_sus_gm_p1,B131W124B,W12,NA,"MS_An dieser Schule wird man respektiert, egal wo die Familie herkommt oder welchen Glauben man hat.",set01,sus
gm_p3,B221b,B22,Es finden regelmäßig Veranstaltungen mit außerschulischen Fachleuten statt.,Es finden regelmäßig Veranstaltungen mit außerschulischen Fachleuten statt.,set01,leh
gm_p3,B221a,B22,SuS lernen viele außerschulische Lebensbereiche kennen.,SuS lernen viele außerschulische Lebensbereiche kennen.,set01,leh
gm_p3,A644,A64,"MS_Die Lehrkraft wiederholt regelmäßig den U-stoff, den wir früher schon mal durchgenommen haben.","MS_Die Lehrkraft wiederholt regelmäßig den U-stoff, den wir früher schon mal durchgenommen haben.",set01,sus
rpt_sus_fz_p2,A434m,A43,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer zeigt mir, was ich schon gut kann (7-10).</span></span></b></span>","MS_Die Lehrkraft zeigt mir, was ich schon gut kann.",set01,sus
gs_p3,A535W254,W25,NA,Nutze digitale Medien zur Unterstützung selbstgesteuerten Lernens der SuS,set01,leh
rpt_sus_p1,B131W124B,W12,NA,"An dieser Schule wird man respektiert, egal wo die Familie herkommt oder welchen Glauben man hat.",set01,sus
gs_p3,A631,A63,"Mein Sohn/meine Tochter lernt in der Schule, wie man zuhause die Aufgaben für die Schule selbstständig organisiert.","Sohn/Tochter lernt , wie man zuhause Aufgaben f. d. Schule selbstständig organisiert.",set01,elt
ms_p1,B223,B22,Unsere Schule zeichnet sich durch die besondere Unterstützung der Schülerinnen und Schüler bei der beruflichen Orientierung aus.,Die Schule zeichnet sich durch die besond. Unterstützung der SuS b. d. berufl. Orientierung aus.,set01,leh
ms_p1,B221b,B22,An unserer Schule finden regelmäßig Veranstaltungen mit außerschulischen Fachleuten statt.,Es finden regelmäßig Veranstaltungen mit außerschulischen Fachleuten statt.,set01,leh
rpt_all_fb_p1,C223a,C22,Die SL befördert die Teamarbeit im Kollegium.,Die SL befördert die Teamarbeit im Kollegium.,set01,leh
rpt_sus_gm_p2,A434m,A43,"Bei meiner Lehrerin/meinem Lehrer weiß ich immer, wo ich gerade mit meinen Leistungen stehe.","MS_Bei der Lehrkraft weiß ich immer, wo ich gerade mit meinen Leistungen stehe.",set01,sus
rpt_sus_gm_p1,B131W124C,W12,NA,MS_Bei uns werden einzelne Schülerinnen und Schüler oft ausgegrenzt (-).,set01,sus
rpt_all_p2,A422,A42,"Die Lehrkraft nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.","Die Lehrkraft nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.",set01,sus
rpt_sus_p1,B131W124C,W12,NA,Bei uns werden einzelne Schülerinnen und Schüler oft ausgegrenzt.,set01,sus
ms_p1,B221a,B22,Die Schülerinnen und Schüler lernen viele außerschulische Lebensbereiche kennen (z. B. durch Exkursionen).,SuS lernen viele außerschulische Lebensbereiche kennen.,set01,leh
rpt_elt_p1,A631,A63,"Mein Sohn/meine Tochter lernt in der Schule, wie man zuhause die Aufgaben für die Schule selbstständig organisiert.","Sohn/Tochter lernt , wie man zuhause Aufgaben f. d. Schule selbstständig organisiert.",set01,elt
gm_p1,B223a,B22,Ich habe für die Berufswahl nützliche Informationen erhalten (z. B. durch den Besuch von Betrieben oder Berufsmessen).,MS_Ich habe für die Berufswahl nützliche Informationen erhalten.,set01,sus
ms_p1,A643,A64,Die Lehrkraft fasst am Ende der Stunde das Wichtigste zusammen.,Die Lehrkraft fasst am Ende der Stunde das Wichtigste zusammen.,set01,sus
gm_p1,B223b,B22,Die Einblicke in die berufliche Praxis (z. B. im Rahmen von Praktika) haben mir bei der Berufswahl geholfen.,MS_Die Einblicke in die berufliche Praxis haben mir bei der Berufswahl geholfen.,set01,sus
gm_p1,B223c,B22,"Ich habe erfahren, welche Berufe am besten zu meinen Stärken passen.","MS_Ich habe erfahren, welche Berufe am besten zu meinen Stärken passen.",set01,sus
ms_p2,A422,A42,"Die Lehrkraft nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.","Die Lehrkraft nimmt oft ein Beispiel aus dem täglichen Leben, um etwas zu erklären.",set01,sus
ms_p1,A644,A64,"Die Lehrkraft wiederholt regelmäßig den Unterrichtsstoff, den wir früher schon mal durchgenommen haben.","Die Lehrkraft wiederholt regelmäßig den U-stoff, den wir früher schon mal durchgenommen haben.",set01,sus
gm_p1,B223d,B22,MS_Insgesamt bin ich mit dem Angebot meiner Schule zur beruflichen Orientierung zufrieden.,MS_Insgesamt bin ich mit dem Angebot meiner Schule zur beruflichen Orientierung zufrieden.,set01,sus
ms_p1,A641,A64,"Ich bekomme genug Zeit, um zu üben, bis ich es kann.","Ich bekomme genug Zeit, um zu üben, bis ich es kann.",set01,sus
gm_p3,B223a,B22,MS_Ich habe für die Berufswahl nützliche Informationen erhalten.,MS_Ich habe für die Berufswahl nützliche Informationen erhalten.,set01,sus
rpt_sus_fz_p1,B131W124,W12,NA,GS_In den Pausen bin ich mit meinen Freundinnen oder Freunden zusammen.,set01,sus
ms_p1,A642,A64,Unsere Lehrkraft bespricht mit uns die Hausaufgaben.,Unsere Lehrkraft bespricht mit uns die Hausaufgaben.,set01,sus
gs_p4,A431a,A43,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Meine Klassenlehrerin oder mein Klassenlehrer macht mir Mut, wenn ich etwas nicht gleich schaffe. </span></span></b></span>","Die Lehrkraft macht mir Mut, wenn ich etwas nicht gleich schaffe.",set01,sus
gm_p3,B223b,B22,MS_Die Einblicke in die berufliche Praxis haben mir bei der Berufswahl geholfen.,MS_Die Einblicke in die berufliche Praxis haben mir bei der Berufswahl geholfen.,set01,sus
gm_p3,B223c,B22,"MS_Ich habe erfahren, welche Berufe am besten zu meinen Stärken passen.","MS_Ich habe erfahren, welche Berufe am besten zu meinen Stärken passen.",set01,sus
rpt_all_fz_p1,B132a,B13b,Mein Sohn/meine Tochter fühlt sich an der Schule wohl.,Sohn/meine Tochter fühlt sich an der Schule wohl.,set01,elt
gs_p1,A641,A64,"<span style=""font-size:28px;""><b><span style=""line-height:115%;""><span style=""font-family:Calibri, sans-serif;"">Ich bekomme genug Zeit für meine Aufgaben. </span></span></b></span>",Ich bekomme genug Zeit für meine Aufgaben.,set01,sus
rpt_sus_gm_p1,A632m,A63,"Wir besprechen, wie wir selbstständig Informationen beschaffen und auswerten können (z. B. aus Büchern oder dem Internet).","MS_Wir besprechen, wie wir selbstständig Informationen beschaffen und auswerten können.",set01,sus
ms_p1,B132a,B13b,Mein Sohn/meine Tochter fühlt sich an der Schule wohl.,Sohn/meine Tochter fühlt sich an der Schule wohl.,set01,elt
rpt_all_bq_p1,A611,A61,"Die Lehrkraft erklärt uns, wie alte und neue Themen miteinander zusammenhängen.","Die Lehrkraft erklärt uns, wie alte und neue Themen miteinander zusammenhängen.",set01,sus
rpt_all_fb_p1,C223b,C22,"Die SL setzt sich für eine gute Ausstattung der Arbeitsplätze (z. B. Medienausstattung, Fachräume u. ä.) ein.",Die SL setzt sich für eine gute Ausstattung der Arbeitsplätze ein.,set01,leh
gm_p3,B223d,B22,MS_Insgesamt bin ich mit dem Angebot meiner Schule zur beruflichen Orientierung zufrieden.,MS_Insgesamt bin ich mit dem Angebot meiner Schule zur beruflichen Orientierung zufrieden.,set01,sus
rpt_leh_fb_p1,B323W263l,B32,NA,"Weise SuS darauf hin, was sie beachten müssen, wenn sie digitale Inhalte verwenden und verbreiten",set01,leh
rpt_leh_fb_p1,B323W263l,W26,NA,"Weise SuS darauf hin, was sie beachten müssen, wenn sie digitale Inhalte verwenden und verbreiten",set01,leh
rpt_leh_fz_p1,B323W263l,B32,"Ich weise die Schülerinnen und Schüler darauf hin, was sie beachten müssen, wenn sie digitale Inhalte verwenden und verbreiten.","Weise SuS darauf hin, was sie beachten müssen, wenn sie digitale Inhalte verwenden und verbreiten",set01,leh
rpt_leh_fz_p1,B323W263l,W26,NA,"Weise SuS darauf hin, was sie beachten müssen, wenn sie digitale Inhalte verwenden und verbreiten",set01,leh
ms_p1,B223b,B22,Die Einblicke in die berufliche Praxis (z. B. im Rahmen von Praktika) haben mir bei der Berufs- oder Studienwahl geholfen.,Die Einblicke in die berufliche Praxis haben mir bei der Berufs- oder Studienwahl geholfen.,set01,sus
ms_p1,B223c,B22,"Ich habe erfahren, welche Berufe am besten zu meinen Stärken passen.","Ich habe erfahren, welche Berufe am besten zu meinen Stärken passen.",set01,sus
